id,text_avis,note,label
1157,"j’apprécie le produit, je vais voir à la longue. l’appareil m’a été envoyé dans une boite en carton, mais le produit n’était pas protégé, ce qui est bien dommage, vu qu’il a été acheté et envoyé par c discount et non un revendeur. de plus c’est bien dommage de ne pas avoir d’ear pods pour le prix, et surtout pas de chargeur, si ce n’est le câble. il faut donc acheter l’adaptateur USB C. En revanche, je suis passé Dun iPhone 7 à un iPhone 12, et franchement je suis aux anges :))",4,positif
1158,texte,note,label
1159,"Très bien, excellent état pour un reconditionné ! Batterie à 100% en capacité !",5,positif
1160,Téléphone iPhone très bien pour le moment,5,positif
1161,Beau téléphone je lai pris poir ma fille de 13 ans...mais la batterie ne tiens pas...je suis très déçue pourtant excellent état noté. Donc qi je veux changer la batterie ça va me coûter 70e en plus..,1,négatif
1162,Très bonne affaire vu sa qualité par rapport à son prix c'est vraiment super,4,positif
1163,Contente de mon achat ??,5,positif
1164,Je me suis demandé si c’était vraiment un produit reconditionné . Aucune rayure même micro et batterie à 100% Je recommande fortement (Acheté il y a 2 semaines),5,positif
1165,Je les reçu le lendemain. Ça fait plus d’un mois que je l’utilise et je peux vous dire qu’il est nickel ! La batterie et l’écran sont neuf et le téléphone ne présente aucune rayure. Foncez les yeux fermés ?,5,positif
1166,"Produit vendu ""comme neuf"". Batterie à remplacer moins de 10 jours après l'achat.",1,négatif
1167,"Le vendeur c’est trompé de couleur au lieu d’être violet il est bleue sinon il fonctionne très bien mes je suis dessus pour la couleur on y met quand même le prix, c’est pas normal…",3,neutre
1168,L’état de l’iphone est impeccable néanmoins à ma grande surprise le téléphone ne prend pas les esim. Après rapide recherche il semblerait que ce soit un téléphone provenant du marché chinois. Je vais tenter de voir avec le vendeur et s’il lit ce message je lui serais reconnaissant de bien vouloir me recontacte afin de chercher une solution.,3,neutre
1169,Excellent soit disant mais reçu avec 1 choc sur l'écran Payer si cher pour se resultat pfff Vraiment déçu,3,neutre
1170,Bon produit très sastifaite,5,positif
1171,je recommande ces parfait,5,positif
1172,Téléphone parfait rien à dire pour l'instant. A voir sur la durée.,5,positif
1173,"Après quatre mois d'achat, je peux dire que c'est le meilleur. Je le recommande.",5,positif
1174,Très propre les images.,5,positif
1175,"J’ai acheté ce téléphone, il y a maintenant deux mois et demi, il fonctionne parfaitement bien. Aucun problème à signaler mise à part sa batterie au bout de deux mois et demi. La batterie est passée de 100 % d’état de santé à en dessous de 90 % et ça descend rapidement, je doute fortement Que le vendeur quand il a reconditionné le téléphone qui ai mis unebatterie officielle Apple.",3,neutre
1176,La livraison était rapide et le téléphone est vraiment bien merci,5,positif
1177,N achetez pas vend des produits illégaux à l intérieur du téléphone il ma tenue que 2 mois et J ai eux plusieurs soucis,1,négatif
1178,Je suis ravie de mon iPhone Il est nickel ? comme neuf À voir dans le temps !! Reçu rapidement,5,positif
1179,Top excellent état fonctionne parfaitement état de la batterie niquel,5,positif
1180,Produit en parfait état comme neuf ma fille est ravie,5,positif
1181,Très bon produit rapport qualité prix au top et livraison rapide je recommande vivement,5,positif
1182,"J'achète un nouveau téléphone pour un problème de ghost touch, voila que ce telephone a le meme problème... État de la batterie a 100% pour qu'elle tienne max 4h en étant en veille Sinon n'as pas de rayure",3,neutre
1183,Ma fille est contente,5,positif
1184,Je suis ravie de mon achat sur c discount mon iPhone 12 est juste magnifique le seule bémol et peut être la batterie qui se vide très vite mais sinon rien à redire la couleur est magnifique les image superbe et fluide très contente de mon achat il est super pour un reconditionné je suis très contente,4,positif
1185,Mon iPhone n’est pas un iPhone français Et je ne savais pas que c’était possible. À voir si à l’utilisation cela pose problème…,3,neutre
1186,Le téléphone est arrivé en 2 jours et il est vraiment comme neuf !!! Aucune micro rayure et il fonctionne parfaitement !!! Batterie 100% je ne regrette absolument pas mon achat.,5,positif
1187,Pas mal vous vendez des téléphones avec le câble sans le chargeur c’est bin je branche ou le câble dans la prise 220 ?? Pas normal ça,1,négatif
1188,Très bon téléphone il fonctionne très bien je n’es pas de problème avec je va le recommande !!!! Par contre si vous prenez livraison au point de relais attention ils bb mettent pas les bonne dates de livraison,5,positif
1189,Un grade A avec une batterie qui est passée de 100% fin décembre à 89% le 16 février… la promesse du reconditionnement à état neuf n’est pas tenue. Très décevant !,1,négatif
1190,Envoi rapide et soigné Sous blister comme un neuf Batterie d’origine 96% Conforme à la description,5,positif
1191,Bonne qualités et aucun défaut du téléphone et reçu avant la date prévu je le recommande,5,positif
1192,J'aime beaucoup Je recommande,5,positif
1193,"Très déçue, je n'ai jamais eu de soucis avec mon ancien iphone X reconditionné commandé sur Back Market mais celui ci à peine reçu, 1er jour d'utilisation : la batterie à tenue à peine 2h. Impossible d'avoir une utilisation normal du téléphone, il se décharge hyper vite alors que pourtant l'état de la batterie affiche 100%... J'en conclue que la batterie à été remplacée par une batterie de très mauvaise qualité. Rapport qualité prix 0 sachant que je dois faire remplacer la batterie chez Apple pour espérer pouvoir l'utiliser...",1,négatif
1194,Personnellement aucun problème et aucun regret. - Envoie rapide - J’ai reçu la couleur demandé - Parfait état - Batterie à 100% - Reçu avec un câble,5,positif
1195,parfait état merci beaucoup rien à dire,5,positif
1196,Téléphone correct et efficace,5,positif
1197,"Rien à dire, excellent état, comme neuf, arrivé plus tôt",5,positif
1198,Produit qui correspond à mes attentes. Très bon rapport qualité prix et le téléphone fonctionne très bien.,5,positif
1199,"conforme à la description du produit, fonctionne parfaitement, j'en suis ravie.",5,positif
1200,"En parfait état, emballer comme neuf. Il y a le câble, la chose en métal pour la carte SIM. Batterie capacité 99%",5,positif
1201,La vitre arrière du téléphone a été remplacé par une vitre de très mauvaise qualité Malgré une coque pour téléphone la vitre se brise en mille morceau alors que aucun choque violent n'a été subit je déconseille très fortement,1,négatif
1202,Téléphone HS en 1 mois et demi je déconseille fortement !!!!,1,négatif
1203,Intéressante offre ça m’a dépanné avant de prendre un autre neuf. Reception très rapide merci,4,positif
1204,Le produit est très très très beau ?? fonctionne parfaitement. Propre je recommande fortement. Merci beaucoup ?,5,positif
1205,"J’ai récemment déposé mon téléphone dans un APPSTORE pour effectuer un diagnostic. Il a été confirmé que la carte mère est défectueuse, impossible de quitter le mode recuperation. Un telephone inutilisable. J'attends la confirmation de reception de mon appareil et le remboursement.",1,négatif
1206,Énormément déçus la batterie étais à 90% et le téléphone ne lis pas les cartes SIM…,1,négatif
1207,Acheté il y 2 mois la batterie est a 80% de sa capacite,1,négatif
1208,Prix indatable et le meilleur sur tout les sites ! Envoi ultra rapide franchement suis très ravie ! Attention achat direct de CDiscount est fortement recommandé ! Merci,5,positif
1209,Parfais en plus batterie neuve pour un reconditionner super pour le prix je conseille,5,positif
1210,L’écran n’est pas d’origine bon ça pour le prix je veux bien mais faut il qu’il fonctionne correctement… allumer et au bout de 3 min il beugait déjà … écran qui faisait super mal aux yeux ( j’ai des iPhone depuis 15 ans …) Et incroyable mais la batterie était à 80% de charge en 5 min elle avait déjà perdue 10% … bref je vous fait pas un dessin … j’ai testé c’est la dernière fois …,1,négatif
1211,La charge ne tient pas malgré que je l'utilise très peu. Je pense qu'il y a un soucis,3,neutre
1212,Produit nickel. État quasi neuf. Batterie 100%.,5,positif
1213,Très bien le prix Sava et tien longtemps la charge,5,positif
1214,Bonjour téléphone reçu rapidement etat impeccable pour le moment très fluide et fonctionnel batterie à 100 % capacité tout fonctionne bien aucune rayure état impeccable je recommande à voir dans le temps,5,positif
1215,"Parfait, il fonctionne très bien. Je suis ravis de mon achat surtout pour le prix imbattable ! Merci",5,positif
1216,Rien à redire ...je conseille,5,positif
1217,Ma fille est satisfaite Vraiment rien à dire comme neuf ou plutôt neuf top de top merci l’équipe,5,positif
1218,"Très mécontente, rapidement embêter à l'achat batterie qui se décharge très vite. Répond c'est normal que ma fille utilise beaucoup son téléphone et du coup à besoin d'être charger. Sauf que 1 mois après batterie 85%.",5,positif
1219,"Reçu dans les délais annoncés. Produit en excellent état, fonctionne très bien.",5,positif
1220,"Pour un téléphone reconditionné avec un prix assez abordable il est assez convaincant contrairement a certains commentaires négatifs que j’ai pu lire , la batterie est à 100% pour l’instant , je vous le conseille !!",5,positif
1221,A tenue entre les mains en bonne états 5jours ensuite l'écran ne s'allume plus,2,négatif
1222,La batterie est morte je suis dégoûté de mon achat,1,négatif
1223,Mon iPhone s'arrête tout seul et se rallume de plus j'ai déjà perdu en pourcentage de batterie elle et déjà a 94/100,1,négatif
1224,"Reçu très rapidement , batterie à 100%, téléphone nickel rien à dire, avec chargeur fourni , pas d’accessoires (coque ou écouteur)mais bon pour le prix pas d’importance j’ai complété à bon prix également !",5,positif
1225,"Je l’avais acheté à ma fille, elle est toujours satisfaite et contente. Il fonctionne super bien. Je recommande l’achat de téléphone reconditionné excellent état",5,positif
1226,"Téléphone vendu ""comme neuf "" c'est le cas pour l'extérieur mais pas pour les composants dans le téléphone. En moins de 2 semaine le téléphone a perdu 4% d'état de la batterie et chargé a 100% il ne dépasse pas 3h d'autonomie grand maximum écran allumé et une utilisation normal. Ce produit sera parfait pour quelqu'un qui utilise peu son téléphone mais pour une utilisation normal ou quelqu'un qui est beaucoup sur son téléphone passez votre chemin si vous ne voulez pas le recharger 4 ou 5 fois par jour.",2,négatif
1227,Bonjour. Le téléphone sur lequel j'ai commandé la batterie hs après 2 semaines que je utilise.,1,négatif
1228,Rapport qualité prix top?,5,positif
1229,catastrophique je deconseille FORTEMENT,1,négatif
1230,J'ai acheter le téléphone pour ma fille elle en ai très contente le téléphone et dans un état irréprochable,5,positif
1231,Super produit comme neuf,5,positif
1232,"Livraison rapide, téléphone comme neuf et batterie à 100%,. J'en ai commandé un autre pour mon fils.",5,positif
1233,Commande reçu très rapidement la filleule et Ravi,5,positif
1234,Ma fille l'utilise depuis 1 mois et tout va bien. L'icône est arrivé dans une boîte bien emballé pas une seule rayure. Pour l'instant tout va bien.,5,positif
1235,tres bon produit pour une calite prix rien ma dire,5,positif
1236,Conforme on Verra à l usage,5,positif
