mot,score_brut,score_positivite
monopolisees,-0.9,0.0
monotonie,-1.4,0.0
monotonies,-1.9,0.0
monsieur-je-sais-tout,-1.8,0.0
monstrueuse,-2.0,0.0
monstrueuses,-2.0,0.0
monstrueux,-2.0,0.0
monte-plats,0.2,0.05
moquant,-1.7,0.0
moquante,-1.7,0.0
moquantes,-1.7,0.0
moquants,-1.7,0.0
moque,-1.3,0.0
moquent,-2.0,0.0
moquer,-1.8,0.0
moquerie,-1.3,0.0
moqueries,-1.6,0.0
moques,-1.3,0.0
moqueur,-0.8,0.0
moqueurs,-1.3,0.0
moqueuses,-0.4,0.0
moquez,-2.0,0.0
moquee,-1.3,0.0
moquees,-1.3,0.0
moralite,2.0,0.5
morfondant,-1.0,0.0
morfondre,-1.9,0.0
morne,-1.4,0.0
morose,-0.8,0.0
moroses,-0.8,0.0
morosite,-2.6,0.0
mort,-0.9,0.0
morte,-1.3,0.0
mortellement,-3.2,0.0
mortes,-1.3,0.0
morts,-1.3,0.0
motivant,2.2,0.55
motivante,2.2,0.55
motivantes,2.2,0.55
motivants,2.2,0.55
motivation,1.4,0.35
motiver,0.5,0.125
motive,2.0,0.5
motivee,2.0,0.5
motivees,2.0,0.5
motives,2.0,0.5
mou,-1.7,0.0
mourir,-2.9,0.0
mous,-1.7,0.0
moux,-1.7,0.0
muah,2.3,0.575
mure,1.8,0.45
musaraigne,-0.9,0.0
mechamment,-0.9,0.0
mechancete,-0.6,0.0
mechancetes,-1.3,0.0
mechant,-2.6,0.0
mechante,-2.6,0.0
mechantes,-2.6,0.0
mechants,-2.6,0.0
mecontent,-0.9,0.0
mecontente,-0.9,0.0
mecontentement,-2.4,0.0
mecontentements,-2.2,0.0
mecontentes,-0.9,0.0
mecontents,-0.9,0.0
medaille,2.1,0.525
mediateur,0.5,0.125
mediateurs,0.4,0.1
mediateuse,1.6,0.4
mediateuses,1.6,0.4
mediatrice,0.5,0.125
mediatrices,0.4,0.1
mediocrite,-0.3,0.0
meditatif,1.4,0.35
meditatifs,1.4,0.35
meditative,1.4,0.35
meditatives,1.4,0.35
mefiance,-2.1,0.0
mefiances,-1.3,0.0
mefiant,-2.1,0.0
mefiante,-2.1,0.0
mefiantes,-2.1,0.0
mefiants,-2.1,0.0
mefier,-1.8,0.0
mefie,-2.4,0.0
mefiee,-2.4,0.0
mefiees,-2.4,0.0
mefies,-2.4,0.0
megarde,-1.2,0.0
melancolie,-0.5,0.0
melancolies,-1.6,0.0
melancolique,-2.0,0.0
melancoliques,-2.0,0.0
melo,-1.3,0.0
melodieuse,2.2,0.55
melodieuses,2.2,0.55
melodieux,2.2,0.55
memorable,3.0,0.75
memorables,3.0,0.75
mepris,-0.3,0.0
meprisable,-1.6,0.0
meprisant,-0.6,0.0
meprisante,-0.9,0.0
meprisantes,-1.8,0.0
meprisants,-1.8,0.0
meprise,-1.7,0.0
mepriser,-1.4,0.0
meprises,-1.7,0.0
meprisez,-2.0,0.0
meprisee,-1.7,0.0
meprisees,-1.7,0.0
meritant,1.1,0.275
meritante,1.1,0.275
meritantes,1.1,0.275
meritants,1.1,0.275
merite,1.4,0.35
meritent,1.7,0.425
meriter,1.8,0.45
merites,1.4,0.35
meritez,1.7,0.425
meritocrate,0.4,0.1
meritocrates,1.1,0.275
meritocratie,0.6,0.15
meritoire,1.1,0.275
meritoires,1.1,0.275
meritee,1.4,0.35
meritees,1.4,0.35
methodique,0.6,0.15
methodiques,0.6,0.15
mur,1.8,0.45
mures,1.8,0.45
murs,1.8,0.45
n'importe,-1.7,0.0
n00b,-1.6,0.0
nah,-0.4,0.0
naturel,1.5,0.375
naturelle,1.5,0.375
naturelles,1.5,0.375
naturels,1.5,0.375
nauseabond,-2.3,0.0
nauseabonde,-2.3,0.0
nauseabondes,-2.3,0.0
nauseabonds,-2.3,0.0
navre,-0.3,0.0
navree,-0.3,0.0
navrees,-0.3,0.0
navres,-0.3,0.0
naze,-1.1,0.0
nazes,-0.5,0.0
naif,-0.6,0.0
naifs,-0.6,0.0
naive,-0.6,0.0
naives,-0.6,0.0
nerd,-1.2,0.0
nerfs,-0.4,0.0
nerveuse,-0.3,0.0
nerveusement,-0.6,0.0
nerveuses,-0.3,0.0
nerveux,-0.3,0.0
nervosite,-1.2,0.0
net,2.0,0.5
nets,2.0,0.5
nette,2.0,0.5
nettes,2.0,0.5
neuroticisme,-0.9,0.0
nibard,-0.9,0.0
nibards,-0.9,0.0
nichon,-0.9,0.0
nichons,-0.9,0.0
nie,-1.9,0.0
nier,-1.4,0.0
nies,-1.9,0.0
niez,-1.8,0.0
nigga,-1.4,0.0
niggas,-1.4,0.0
nigger,-3.3,0.0
nions,-1.8,0.0
niquer,-2.5,0.0
niques,-3.4,0.0
niqueur,-3.3,0.0
niqueurs,-2.9,0.0
niqueuse,-3.3,0.0
niqueuses,-2.9,0.0
nique,-3.4,0.0
niquee,-3.4,0.0
niquees,-3.4,0.0
niee,-1.9,0.0
niees,-1.9,0.0
no,-1.2,0.0
noble,2.0,0.5
nobles,2.0,0.5
noie,-2.2,0.0
noies,-2.2,0.0
noix,-1.3,0.0
non-sens,-1.7,0.0
non-voulu,-0.9,0.0
noob,-0.2,0.0
nouveau,-0.2,0.0
nouveaux,-0.2,0.0
nouvelle,-0.2,0.0
nouvelles,-0.2,0.0
novateur,1.3,0.325
novateurs,1.3,0.325
novatrice,1.3,0.325
novatrices,1.3,0.325
novice,-0.4,0.0
novices,-0.4,0.0
noyer,-2.7,0.0
noyez,-2.2,0.0
noyons,-2.2,0.0
noye,-2.9,0.0
noyee,-2.9,0.0
noyees,-2.9,0.0
noyes,-2.9,0.0
nui,-2.1,0.0
nuie,-2.1,0.0
nuies,-2.1,0.0
nuire,-2.5,0.0
nuis,-2.1,0.0
nuisible,-2.6,0.0
nuisibles,-2.6,0.0
nul,-0.5,0.0
nulle,-0.8,0.0
nulles,-2.5,0.0
nuls,-2.5,0.0
numbat,0.2,0.05
necessiteuse,-1.4,0.0
necessiteuses,-1.4,0.0
necessiteux,-1.4,0.0
nefaste,-2.7,0.0
nefastes,-2.7,0.0
negateur,-1.5,0.0
negateurs,-1.5,0.0
negatif,-0.8,0.0
negatifs,-2.7,0.0
negative,-0.8,0.0
negatives,-2.7,0.0
negativite,-2.3,0.0
negatrice,-1.5,0.0
negatrices,-1.5,0.0
neglige,-2.4,0.0
negligeant,-1.7,0.0
negligemment,-0.5,0.0
negligent,-0.3,0.0
negligente,-0.4,0.0
negligentes,-0.6,0.0
negligents,-0.6,0.0
negligeons,-2.2,0.0
negliger,-2.0,0.0
negliges,-2.4,0.0
negligez,-2.2,0.0
negligee,-2.4,0.0
negligees,-2.4,0.0
negro,-1.4,0.0
negros,-1.4,0.0
nene,-0.9,0.0
nenes,-0.9,0.0
neophyte,-0.4,0.0
neophytes,-0.4,0.0
nevrosisme,-0.9,0.0
nevrose,-1.4,0.0
nevrosee,-1.4,0.0
nevrosees,-1.4,0.0
nevroses,-1.4,0.0
nevrotique,-1.4,0.0
nevrotiques,-1.4,0.0
o.o,-0.8,0.0
o/\o,2.1,0.525
o_0,-0.1,0.0
obligatoire,0.3,0.075
obligatoires,0.3,0.075
obligeance,2.3,0.575
oblige,-1.3,0.0
obligee,-1.3,0.0
obligees,-1.3,0.0
obliges,-1.3,0.0
obnubile,-0.7,0.0
obnubilent,-1.0,0.0
obnubiler,-1.0,0.0
obnubiles,-0.7,0.0
obnubilez,-1.0,0.0
obnubilee,-0.7,0.0
obnubilees,-0.7,0.0
obscur,-1.0,0.0
obscure,-1.0,0.0
obscures,-1.0,0.0
obscurite,-0.5,0.0
obscurites,-1.0,0.0
obscurs,-1.0,0.0
obscene,-2.8,0.0
obscenes,-2.8,0.0
obsessif,-0.9,0.0
obsessifs,-0.9,0.0
obsession,-1.4,0.0
obsessionnel,-1.5,0.0
obsessionnelle,-1.5,0.0
obsessionnellement,-1.3,0.0
obsessionnelles,-1.5,0.0
obsessionnels,-1.5,0.0
obsessions,-0.9,0.0
obsessive,-0.9,0.0
obsessivement,-0.4,0.0
obsessives,-0.9,0.0
obsolete,-1.2,0.0
obsoletes,-1.2,0.0
obstacle,-0.8,0.0
obstacles,-1.6,0.0
obstine,-1.2,0.0
obstinee,-1.2,0.0
obstinees,-1.2,0.0
obstines,-1.2,0.0
obsede,-0.7,0.0
obsedent,-1.0,0.0
obsedes,-0.7,0.0
obsene,-2.8,0.0
obsenes,-2.8,0.0
obseque,-1.5,0.0
obseques,-1.6,0.0
obseder,-1.0,0.0
obsedez,-1.0,0.0
obsedee,-0.7,0.0
obsedees,-0.7,0.0
obtenir,2.4,0.6
obtenu,1.6,0.4
obtenue,1.6,0.4
obtenues,1.6,0.4
obtenus,1.6,0.4
odieuse,-2.0,0.0
odieusement,-0.8,0.0
odieuses,-2.0,0.0
odieux,-2.0,0.0
offensant,-2.3,0.0
offensants,-2.0,0.0
offense,-0.5,0.0
offensent,-2.0,0.0
offenser,-1.2,0.0
offenses,-1.0,0.0
offensez,-2.0,0.0
offensif,-2.0,0.0
offensifs,-2.0,0.0
offensive,-2.0,0.0
offensivement,-2.8,0.0
offensives,-2.0,0.0
offensons,-2.0,0.0
offensee,-0.3,0.0
offrant,1.4,0.35
offrants,1.4,0.35
offrir,1.7,0.425
ok,1.2,0.3
okay,0.9,0.225
okays,2.1,0.525
omis,-0.1,0.0
omise,-0.1,0.0
omises,-0.1,0.0
opportun,1.7,0.425
opportune,1.7,0.425
opportunes,1.7,0.425
opportunisme,0.4,0.1
opportunismes,0.2,0.05
opportuniste,0.2,0.05
opportunistes,0.3,0.075
opportunite,1.8,0.45
opportunites,1.6,0.4
opportuns,1.7,0.425
opportunement,1.5,0.375
oppressif,-1.7,0.0
oppressifs,-1.7,0.0
oppressive,-1.7,0.0
oppressives,-1.7,0.0
oppresse,-2.1,0.0
oppressee,-2.1,0.0
oppressees,-2.1,0.0
oppresses,-2.1,0.0
opprime,-2.1,0.0
opprimee,-2.1,0.0
opprimees,-2.1,0.0
opprimes,-2.1,0.0
optimal,1.5,0.375
optimale,1.5,0.375
optimales,1.5,0.375
optimalite,1.9,0.475
optimaux,1.5,0.375
optimisant,1.7,0.425
optimisation,1.6,0.4
optimisations,1.8,0.45
optimise,1.7,0.425
optimisent,1.6,0.4
optimiser,1.9,0.475
optimises,1.7,0.425
optimisez,1.6,0.4
optimisme,2.5,0.625
optimismes,2.0,0.5
optimisons,1.6,0.4
optimiste,2.4,0.6
optimistes,1.6,0.4
optimisee,1.7,0.425
optimisees,1.7,0.425
ordre,1.3,0.325
ordure,-3.2,0.0
ordures,-3.2,0.0
orgueil,-0.9,0.0
original,1.3,0.325
originale,1.3,0.325
originales,1.3,0.325
originaux,1.3,0.325
orner,0.9,0.225
orne,0.8,0.2
ose,1.5,0.375
osee,1.5,0.375
osees,1.5,0.375
oses,1.5,0.375
oublier,-0.9,0.0
oublieuse,-1.9,0.0
oublieuses,-1.9,0.0
oublieux,-1.9,0.0
oublie,-0.9,0.0
oubliee,-0.9,0.0
oubliees,-0.9,0.0
oublies,-0.9,0.0
outrage,-2.5,0.0
outrageant,-2.0,0.0
outrageante,-2.0,0.0
outrageantes,-2.0,0.0
outrageants,-2.0,0.0
outrages,-2.5,0.0
outrageusement,-1.2,0.0
outragee,-2.5,0.0
outragees,-2.5,0.0
outre,-1.0,0.0
outree,-1.0,0.0
outrees,-1.0,0.0
outres,-1.0,0.0
ouvert,1.2,0.3
ouverte,1.2,0.3
ouvertes,1.2,0.3
ouverts,1.2,0.3
ouverture d'esprit,1.4,0.35
oxymore,-0.5,0.0
oxymoron,-0.5,0.0
pacificateur,2.0,0.5
pacificateurs,2.4,0.6
pacification,1.7,0.425
pacificatrice,2.0,0.5
pacificatrices,2.4,0.6
pacifique,1.7,0.425
pacifiquement,2.0,0.5
pacifiques,1.7,0.425
pacifiste,0.8,0.2
pacifistes,0.7,0.175
paisible,2.2,0.55
paisiblement,2.0,0.5
paisibles,2.2,0.55
paix,2.5,0.625
palpitant,2.1,0.525
palpitante,2.1,0.525
palpitantes,2.1,0.525
palpitants,2.1,0.525
panicule,0.5,0.125
panicules,-0.2,0.0
paniquant,-1.9,0.0
paniquants,-1.9,0.0
panique,-2.0,0.0
paniquent,-1.9,0.0
paniquer,-2.3,0.0
paniques,-2.0,0.0
paniquez,-1.9,0.0
paniquons,-1.9,0.0
paniquee,-2.0,0.0
paniquees,-2.0,0.0
paradis,1.1,0.275
paradoxe,-0.4,0.0
parano,-1.3,0.0
paranos,-1.3,0.0
paranoia,-1.0,0.0
paranoiaque,-1.3,0.0
paranoiaques,-1.3,0.0
paranoias,-1.5,0.0
pardon,-0.1,0.0
pardonnable,1.7,0.425
pardonnables,1.7,0.425
pardonnais,1.4,0.35
pardonnas,1.4,0.35
pardonne,0.3,0.075
pardonnent,1.2,0.3
pardonner,0.4,0.1
pardonnes,0.5,0.125
pardonneur,0.6,0.15
pardonneuse,1.2,0.3
pardonneuses,1.2,0.3
pardonnez,0.6,0.15
pardonnons,1.2,0.3
pardonnee,0.5,0.125
pardonnees,0.5,0.125
paresseuse,-1.5,0.0
paresseuses,-1.5,0.0
paresseux,-1.5,0.0
parfaire,1.6,0.4
parfais,1.6,0.4
parfait,0.5,0.125
parfaite,1.1,0.275
parfaitement,0.4,0.1
parfaites,0.5,0.125
parfaitete,3.0,0.75
parfaits,1.1,0.275
parfont,1.6,0.4
parjure,-1.9,0.0
parlementer,-0.4,0.0
parodie,-1.3,0.0
parodier,-0.9,0.0
parodiee,-1.3,0.0
parodiees,-1.3,0.0
parodies,-1.3,0.0
part,1.8,0.45
partage,1.4,0.35
partagent,1.2,0.3
partageons,1.2,0.3
partager,1.2,0.3
partages,1.4,0.35
partagez,1.2,0.3
partagee,1.4,0.35
partagees,1.4,0.35
partial,-1.9,0.0
partiale,-1.9,0.0
partiales,-1.9,0.0
particularite,0.6,0.15
particularites,0.1,0.025
particulier,0.6,0.15
particuliers,0.6,0.15
particuliere,0.6,0.15
particulierement,-0.4,0.0
particulieres,0.6,0.15
partir,-0.2,0.0
partisan,1.6,0.4
partisane,1.6,0.4
partisanes,1.6,0.4
partisans,1.6,0.4
passif,0.8,0.2
passiflore,0.3,0.075
passiflores,0.3,0.075
passifs,0.8,0.2
passion,2.0,0.5
passionne,2.4,0.6
passionnel,1.6,0.4
passionnelle,1.6,0.4
passionnelles,1.6,0.4
passionnels,1.6,0.4
passionnent,2.2,0.55
passionner,2.0,0.5
passionnes,2.4,0.6
passionnez,2.2,0.55
passionnons,2.2,0.55
passionnee,2.4,0.6
passionnees,2.4,0.6
passionnement,2.4,0.6
passive,0.8,0.2
passivement,-0.7,0.0
passives,0.8,0.2
pastiche,-2.7,0.0
pastiches,-2.7,0.0
patauger,-1.0,0.0
pathetique,-2.7,0.0
pathetiquement,-1.8,0.0
pathetiques,-2.7,0.0
pauvre,-2.1,0.0
pauvres,-2.1,0.0
pauvrete,-2.3,0.0
payer,-0.4,0.0
pb,-1.6,0.0
pd,-3.4,0.0
pds,-3.2,0.0
peine,-1.1,0.0
peiner,-2.3,0.0
penaud,-2.3,0.0
penaudes,-1.1,0.0
penauds,-2.3,0.0
pensif,0.3,0.075
pensifs,0.3,0.075
pensive,0.3,0.075
pensivement,1.7,0.425
pensives,0.3,0.075
percutant,-0.5,0.0
percute,-1.1,0.0
percuter,-0.3,0.0
percutes,-1.1,0.0
perd,-1.3,0.0
perdant,-2.4,0.0
perdante,-2.4,0.0
perdantes,-2.4,0.0
perdants,-2.4,0.0
perdent,-1.3,0.0
perdez,-1.3,0.0
perdons,-1.3,0.0
perdre,-1.7,0.0
perds,-1.3,0.0
perdu,-1.3,0.0
perdue,-1.3,0.0
perdues,-1.3,0.0
perdus,-1.3,0.0
perfecta,1.4,0.35
perfectas,0.6,0.15
perfectible,1.5,0.375
perfectibles,1.5,0.375
perfectif,1.2,0.3
perfectifs,1.2,0.3
perfection,2.7,0.675
perfectionnabilite,1.8,0.45
perfectionnabilites,2.1,0.525
perfectionnisme,1.3,0.325
perfectionniste,1.5,0.375
perfectionnistes,0.1,0.025
perfectionne,2.7,0.675
perfectionnee,2.7,0.675
perfectionnees,2.7,0.675
perfectionnes,2.7,0.675
perfections,2.5,0.625
perfective,1.2,0.3
perfectives,1.2,0.3
perfecto,1.3,0.325
perfide,-2.7,0.0
perfides,-2.7,0.0
perplexe,-0.3,0.0
perplexes,-0.3,0.0
perspective,1.2,0.3
perspectives,1.2,0.3
persecutant,-0.8,0.0
persecute,-0.7,0.0
persecutent,-1.2,0.0
persecuter,-0.7,0.0
persecutes,-0.7,0.0
persecutez,-1.2,0.0
persecutee,-0.7,0.0
persecutees,-0.7,0.0
perte,-1.3,0.0
pertes,-1.7,0.0
perturbant,-2.3,0.0
perturbateur,-0.4,0.0
perturbateurs,-0.4,0.0
perturbation,-1.8,0.0
perturbatrice,-0.4,0.0
perturbatrices,-0.4,0.0
perturbe,-0.7,0.0
perturbent,-2.0,0.0
perturber,-1.8,0.0
perturbes,-0.7,0.0
perturbez,-0.9,0.0
perturbons,-2.0,0.0
perturbee,-0.7,0.0
perturbees,-0.7,0.0
pervers,-1.8,0.0
perverse,-1.8,0.0
perversement,-2.2,0.0
perverses,-1.8,0.0
perversion,-1.3,0.0
perversions,-1.2,0.0
perversite,-2.1,0.0
perversites,-0.5,0.0
perverti,-2.5,0.0
pervertie,-2.5,0.0
perverties,-2.5,0.0
pervertir,-2.8,0.0
pervertis,-1.2,0.0
pervertissent,-2.8,0.0
pervertissez,-2.8,0.0
pervertit,-2.8,0.0
pessimisme,-1.5,0.0
pessimismes,-2.0,0.0
pessimistes,-0.5,0.0
petitesse,-1.1,0.0
petitesses,-1.2,0.0
peur,-0.5,0.0
peureuse,-0.1,0.0
peureusement,-1.6,0.0
peureuses,-0.1,0.0
peureux,-0.1,0.0
peurs,-1.8,0.0
phobie,-1.6,0.0
phobies,-2.0,0.0
phobique,-1.2,0.0
phobiques,-1.2,0.0
pingre,-1.6,0.0
pingres,-1.6,0.0
piquant,-1.0,0.0
pique-assiette,-1.5,0.0
pique-assiettes,-1.9,0.0
piquer,-1.0,0.0
pique,-0.2,0.0
piquee,-0.2,0.0
piquees,-0.2,0.0
piques,-0.2,0.0
pirate,-1.7,0.0
piratee,-1.7,0.0
piratees,-1.7,0.0
pirates,-1.7,0.0
pire,-2.1,0.0
pisse,-1.7,0.0
pisser,-1.7,0.0
pissoire,-0.8,0.0
pissotier,-2.0,0.0
pissotiers,-1.4,0.0
pissotiere,-2.0,0.0
pissotieres,-1.4,0.0
pistolet,-1.4,0.0
pitie,-0.6,0.0
pitoyable,-0.6,0.0
pitoyables,-0.6,0.0
pitre,-1.1,0.0
pitres,-1.8,0.0
pittoresque,1.6,0.4
pittoresques,1.6,0.4
piege,-2.4,0.0
pietre,-1.8,0.0
pietres,-1.8,0.0
pieger,-1.3,0.0
piegees,-2.4,0.0
pieges,-1.2,0.0
plaignant,-0.7,0.0
plaignants,-1.1,0.0
plaignent,-1.8,0.0
plaignez,-1.8,0.0
plaignons,-1.8,0.0
plaindre,-0.8,0.0
plaine,-0.1,0.0
plaines,-0.1,0.0
plains,-0.8,0.0
plaint,-0.3,0.0
plainte,-0.4,0.0
plaintes,-0.4,0.0
plaints,-0.7,0.0
plaire,0.8,0.2
plais,0.8,0.2
plaisamment,2.1,0.525
plaisant,0.7,0.175
plaisantant,0.9,0.225
plaisante,1.0,0.25
plaisanterie,1.2,0.3
plaisantes,1.0,0.25
plaisanteur,1.5,0.375
plaisanteuse,1.5,0.375
plaisantin,1.3,0.325
plaisantins,1.3,0.325
plaisants,0.7,0.175
plaisent,0.8,0.2
plaisez,0.8,0.2
plaisir,0.9,0.225
plaisirs,0.9,0.225
plaisons,0.8,0.2
plait,0.8,0.2
planaient,-0.6,0.0
planait,-0.6,0.0
planant,-0.5,0.0
plane,-1.1,0.0
planent,-0.6,0.0
planer,-0.9,0.0
planez,-0.6,0.0
planons,-0.6,0.0
plante,-1.5,0.0
plantent,-1.5,0.0
plantes,-1.5,0.0
plantez,-1.5,0.0
planee,-1.1,0.0
planees,-1.1,0.0
planes,-1.1,0.0
platitude,-1.4,0.0
platitudes,-1.9,0.0
plein gre,1.0,0.25
pleur,-1.7,0.0
pleure,-0.5,0.0
pleurer,-2.1,0.0
pleures,-0.5,0.0
pleureurs,-0.9,0.0
pleureuse,-1.8,0.0
pleureuses,-1.8,0.0
pleurez,-1.6,0.0
pleurs,-1.7,0.0
pleuree,-0.5,0.0
pleurees,-0.5,0.0
plu,1.8,0.45
plue,1.8,0.45
plues,1.8,0.45
pluvieuse,-0.3,0.0
pluvieuses,-0.3,0.0
pluvieux,-0.3,0.0
poignarde,-1.9,0.0
poignardent,-1.9,0.0
poignarder,-2.8,0.0
poignardes,-1.9,0.0
poignardez,-1.9,0.0
poignardons,-1.9,0.0
poignardee,-1.9,0.0
poignardees,-1.9,0.0
poison,-2.5,0.0
poisons,-2.7,0.0
pollue,-2.0,0.0
polluent,-2.2,0.0
polluer,-2.3,0.0
pollues,-2.0,0.0
pollueur,-1.8,0.0
pollueurs,-2.0,0.0
pollueuse,-1.8,0.0
pollueuses,-2.0,0.0
polluez,-2.2,0.0
polluons,-2.2,0.0
polluee,-2.0,0.0
polluees,-2.0,0.0
pom-pom,1.7,0.425
populaire,1.8,0.45
populaires,1.8,0.45
popularisant,1.2,0.3
popularisation,1.3,0.325
popularisations,0.9,0.225
popularise,1.1,0.275
popularisent,0.5,0.125
populariser,1.6,0.4
popularises,1.1,0.275
popularisez,0.5,0.125
popularisee,1.1,0.275
popularisees,1.1,0.275
popularite,2.1,0.525
popularites,1.6,0.4
positif,0.7,0.175
positifs,0.7,0.175
positive,0.7,0.175
positivement,2.4,0.6
positives,0.7,0.175
positivisme,1.6,0.4
positivismes,1.8,0.45
positiviste,2.0,0.5
positivistes,1.7,0.425
positivite,2.3,0.575
positivites,2.2,0.55
possessif,-0.9,0.0
possessifs,-0.9,0.0
possessive,-0.9,0.0
possessives,-0.9,0.0
pose,1.0,0.25
posee,1.0,0.25
posees,1.0,0.25
poses,1.0,0.25
pot-de-vin,-0.8,0.0
potins,-0.7,0.0
pouah,-1.8,0.0
pouilleuse,-2.5,0.0
pouilleuses,-2.5,0.0
pouilleux,-2.5,0.0
poulpe,-0.8,0.0
poulpes,-0.6,0.0
pourparlers,-0.4,0.0
pourri,-1.2,0.0
pourrie,-2.5,0.0
pourriel,-1.5,0.0
pourries,-2.5,0.0
pourris,-2.5,0.0
pourriture,-3.2,0.0
pourritures,-3.2,0.0
poursuis,-1.8,0.0
poursuit,-1.8,0.0
poursuites,-2.2,0.0
poursuivi,-1.6,0.0
poursuivie,-1.6,0.0
poursuivies,-1.6,0.0
poursuivis,-1.6,0.0
poursuivre,-1.7,0.0
pp,2.4,0.6
prblm,-1.6,0.0
prblms,-2.3,0.0
pression,-1.2,0.0
pressions,-1.3,0.0
pressurise,-0.4,0.0
pressurisent,-0.8,0.0
pressuriser,-0.6,0.0
pressurises,-0.4,0.0
pressurisez,-0.8,0.0
pressurisee,-0.4,0.0
pressurisees,-0.4,0.0
prestige,2.3,0.575
priant,1.5,0.375
prie,1.4,0.35
prient,1.4,0.35
prier,1.3,0.325
pries,1.4,0.35
priez,1.4,0.35
prions,1.4,0.35
prison,-2.3,0.0
prisonnier,-2.5,0.0
prisonniers,-2.3,0.0
prisonniere,-2.5,0.0
prisonnieres,-2.3,0.0
prise,2.4,0.6
prisee,2.4,0.6
prisees,2.4,0.6
prises,2.4,0.6
privation,-1.8,0.0
privations,-1.8,0.0
priver,-2.1,0.0
privilege,1.5,0.375
privileges,1.6,0.4
privilegie,1.9,0.475
privilegiee,1.9,0.475
privilegiees,1.9,0.475
privilegies,1.9,0.475
prive,-2.1,0.0
privee,-2.1,0.0
privees,-2.1,0.0
prives,-2.1,0.0
prix,2.3,0.575
proactif,1.8,0.45
proactifs,1.8,0.45
proactive,1.8,0.45
proactives,1.8,0.45
probleme,-0.8,0.0
problemes,-0.6,0.0
problematique,-1.9,0.0
problematiques,-1.9,0.0
proces,-0.9,0.0
procedurier,-0.8,0.0
proceduriers,-0.8,0.0
proceduriere,-0.8,0.0
procedurieres,-0.8,0.0
profanateur,-2.4,0.0
profanateurs,-1.9,0.0
profanatrice,-2.4,0.0
profanatrices,-1.9,0.0
profit,1.9,0.475
profitabilite,1.1,0.275
profitabilites,1.1,0.275
profitable,1.9,0.475
profitables,1.9,0.475
profiter,-1.9,0.0
profiterole,0.4,0.1
profiteroles,0.5,0.125
profiteur,-0.2,0.0
profiteurs,-0.0,0.0
profiteuse,-0.2,0.0
profiteuses,-0.0,0.0
profits,-0.7,0.0
profite,-1.6,0.0
profitee,-1.6,0.0
profitees,-1.6,0.0
profites,-1.6,0.0
progresser,1.8,0.45
progres,1.8,0.45
promesse,1.3,0.325
promesses,1.6,0.4
promet,1.6,0.4
promets,1.6,0.4
promettant,1.7,0.425
promettante,1.7,0.425
promettantes,1.7,0.425
promettants,1.7,0.425
promettent,1.6,0.4
prometteur,2.3,0.575
prometteurs,2.3,0.575
prometteuse,2.3,0.575
prometteuses,2.3,0.575
promettez,1.6,0.4
promettons,1.6,0.4
promettre,1.3,0.325
promis,1.5,0.375
promiscuite,-1.8,0.0
promiscuites,-0.8,0.0
promise,1.5,0.375
promises,1.5,0.375
promissoire,0.9,0.225
promouvoient,1.4,0.35
promouvoir,1.6,0.4
promouvois,1.4,0.35
promouvoit,1.4,0.35
promouvoyez,1.4,0.35
promu,1.8,0.45
promue,1.8,0.45
promues,1.8,0.45
promus,1.8,0.45
propagande,-1.0,0.0
propice,1.7,0.425
propices,1.7,0.425
propre,1.7,0.425
propres,1.7,0.425
prospere,2.1,0.525
prosperes,2.1,0.525
prostituee,-3.3,0.0
prostituees,-3.0,0.0
protestant,-1.8,0.0
protestante,-0.9,0.0
protestantes,-0.9,0.0
protestants,-0.9,0.0
protester,-1.0,0.0
protesteurs,-0.9,0.0
protesteuses,-0.9,0.0
proteste,-0.5,0.0
protestee,-0.5,0.0
protestees,-0.5,0.0
protestes,-0.5,0.0
protege,1.9,0.475
protegent,1.3,0.325
proteges,1.9,0.475
proteger,1.6,0.4
protegez,1.3,0.325
protegee,1.9,0.475
protegees,1.9,0.475
provocant,-0.8,0.0
provocante,-0.8,0.0
provocantes,-0.8,0.0
provocants,-0.8,0.0
provoque,-1.1,0.0
provoquent,-1.3,0.0
provoquer,-1.7,0.0
provoques,-1.1,0.0
provoquez,-1.3,0.0
provoquee,-1.1,0.0
provoquees,-1.1,0.0
proeminent,1.3,0.325
proeminente,1.3,0.325
proeminentes,1.3,0.325
proeminents,1.3,0.325
prudemment,0.2,0.05
prudence,2.0,0.5
prudent,0.6,0.15
prudente,0.6,0.15
precieuse,1.1,0.275
precieusement,2.2,0.55
precieuses,1.1,0.275
precieux,1.1,0.275
preciosite,1.9,0.475
prefere,1.9,0.475
preferee,1.9,0.475
preferees,1.9,0.475
preferes,1.9,0.475
prejudice,-1.1,0.0
prejudices,-1.8,0.0
prejudiciable,-2.6,0.0
prejudiciables,-2.6,0.0
prejuge,-0.4,0.0
preoccupant,-1.7,0.0
preoccupante,-1.7,0.0
preoccupantes,-1.7,0.0
preoccupants,-1.7,0.0
prepare,0.9,0.225
preparee,0.9,0.225
preparees,0.9,0.225
prepares,0.9,0.225
pretend,-0.4,0.0
pretendent,-0.4,0.0
pretendez,-0.4,0.0
pretendre,-0.4,0.0
pretends,-0.4,0.0
pretentieuse,-1.8,0.0
pretentieuses,-0.2,0.0
pretentieux,-0.2,0.0
prevenez,0.3,0.075
prevenir,-0.2,0.0
prevenu,-0.6,0.0
prevenue,-0.6,0.0
prevenues,-0.6,0.0
